PART_NO,PART_DESC,PR CODE,SELLING PRICE
36DH1003,GUIDE CHAIN KIT,2W,  600 
36DH1005,SET PLATE COVER RH,2W,  125 
36DH1006,SET DAMPER MAGNETO COVER,2W,  290 
36DH1008,BOSS KICK SET,2W,"  1,930 "
36DH1204,JET HOLDER KIT PULSAR DTS-I 150,2W,  950 
36DH1205,KIT - IDLING SCREW DTSI,2W,  85 
36DH1501,PULSAR CHAIN SPR.KIT,2W,"  5,410 "
36DH1601,GROMMET KIT FOR SIDE COVER,2W,  190 
36DH1602,KIT - CHAIN CASE DTSI UG II,2W,"  3,180 "
36DH1902,O Ring Kit Master Cyl.Pulsar DTS-I,2W,  110 
36DH4006,KIT PRIMARY DRIVE/DRIVER PULSAR150/180CC,2W,"  9,350 "
36DH4007,KIT STARTER CLUTCH,2W,  550 
36DH4008,KIT BODY COMP STARTER CLUTCH,2W,"  5,800 "
36DH4009,KIT SET PRIMARY DRIVE & DRIV PUL-150 UG4,2W,"  11,490 "
36DH4010,KIT KIT HARDWARE AIR CLEANER PUL-150 UG4,2W,  140 
36DH4011,KIT KIT HARDWARE SHIELD PUL-150 UG4,2W,  320 
36DH4013,KIT CHAIN SPROCKET KIT PUL-150 UG4,2W,"  4,890 "
36DH4014,KIT KIT HARDWARE ROD BRAKE PUL-150 UG4,2W,  140 
36DH4015,KIT KIT HARDWARE ROD TORQUE PUL-150 UG4,2W,  70 
36DH4017,KIT HARDWARE KIT SARI GUARD PUL-150 UG4,2W,  140 
36DH4018,KIT HARDWARE KIT LEGGUARD PUL-150 UG4,2W,  700 
36DH4019,KIT KIT CENTRIFUGAL OIL FLTR PUL-150 UG4,2W,  230 
36DH4020,KIT HARDWARE FAIRING MOUNTING PUL-UG4,2W,  480 
36DH4021,KIT GASKET PULSAR UG3,2W,"  1,800 "
36DH4025,KIT DISC CLUTCH FRICTION E TYPE DIS135 (DH101499),2W,"  2,200 "
36DH4027,KIT PLATE CLUTCH P150UG3 (DH101554),2W,"  2,850 "
36DH4028,KIT PLATE FRICTION PULSAR 180,2W,"  3,510 "
36DH4030,KIT CHAIN GUIDE PULSAR-150,2W,  790 
36DH4031,KIT ASSLY CL COVER K1 FLOWER TYPE,2W,"  6,030 "
36DH4032,KIT STARTER CLUTCH ASSLY DH101782,2W,"  4,410 "
36DH4034,"KIT DECAL TANK PUL BLUE
",2W,  350 
36DH4035,KIT DECAL FAIRING PUL BLUE,2W,  355 
36DH4037,KIT DECAL TANK PUL RD,2W,  590 
36DH4038,KIT DECAL FAIRING PUL RD,2W,  860 
36DH4039,KIT DECAL COWL 220SF RD,2W,  545 
36DH4041,KIT PLATE FRICTION DIS 135,2W,"  2,080 "
36DH4042,"KIT SEAT COWL DCL BLUE 150
",2W,  810 
36DH4043,KIT SEAT COWL DCL RED 150,2W,  930 
36DH4044,KIT COVER CLUTCH SLV P150,2W,"  8,390 "
36DH4046,KIT CYLHEAD+COVER(T-8MM)K1,2W,"  16,835 "
36DH4047,KIT SCB SENSOR+MAG -K1,2W,  950 
36DH4050,KIT CYL HEAD+COVER-P150 ( 10MMT) (36DH4046),2W,"  21,620 "
36DH4053,KIT SIL W/O SHIELD-K1-DH102067,2W,"  24,560 "
36DH4058,KIT SILENCER NON CAT WO SHIELD DH102109,2W,"  27,690 "
36DH4062,KIT TANK SPOILER DCL S BLUE-K1,2W,  270 
36DH4063,KIT TANK SPOILER DCL W RED-K1,2W,  580 
36DH4064,KIT TANK SPOILER DCL PL SILVER-K1,2W,  280 
36DH4065,KIT S COWL DCL S BLUE-K1,2W,  550 
36DH4066,KIT S COWL DCL W RED-K1,2W,  470 
36DH4067,KIT S COWL DCL PL SILVER-K1,2W,  650 
36DH4068,KIT FAIRING DCL PL SILVER K1,2W,  430 
36DH4069,KIT TANK DCL PL SILVER-K1,2W,"  1,280 "
36DH4070,KIT S COVER DCL PL SILVER-K1,2W,  340 
36DH4093,"KIT PRIMARY DRIVE & DRIVEN
",2W,"  7,480 "
36DH4094,"KIT CLUTCH PLATE
KIT CLUTCH PLATE",2W,"  1,260 "
36DH4095,"KIT FRICTION PLATE
",2W,"  2,410 "
36DH4099,KIT ASSLY CCASE LH,2W,"  12,800 "
36DH4102,PISTON RING SET,2W,"  1,650 "
36DH4103,CYL BLOCK+PISTON K1 BSIV,2W,"  12,520 "
36DH4104,KIT SEAT COWL DCL BLACK,2W,"  1,250 "
36DH4105,"KIT SEAT COWL DCL BLUE
KIT SEAT COWL DCL BLUE
KIT SEAT COWL DCL BLUE",2W,"  1,190 "
36DH4106,KIT DCL FAIRING FL RED,2W,  850 
36DH4109,KIT DCL S COVER LH F RED,2W,  190 
36DH4110,KIT DCL S COVER RH F RED,2W,  360 
36DH4111,KIT DCL SEAT COVER F RED,2W,"  1,180 "
36DH4112,"KIT DCL TANK F RED
",2W,"  1,600 "
36DH4115,KIT CYL COMPLE FORK K1 BSIV,2W,  520 
36DH4116,KIT PRIMARY DRIVE & DRIVEN K1,2W,"  8,410 "
36DH4117,KIT FRICTION PLATE K1 BSIV,2W,"  4,580 "
36DH4118,KIT CARB JET BSIV-K1,2W,"  1,480 "
36DH4119,KIT CARB V PISTON BSIV-K1,2W,"  5,560 "
36DH4122,KIT DECAL SEAT COWL EBONY BLACK,2W,"  2,360 "
36DH4125,KIT DECAL FAIRING PASSION RED,2W,  560 
36DH4130,KIT ASSLY CRANKCASE LH,2W,"  11,540 "
36DH4132,KIT TANK DECAL S BLUE,2W,"  1,680 "
36DH4136,PILOT SCREW KIT,2W,  430 
36DH4151,ASSLY CRANKCASE LH K1 R,2W,"  18,600 "
36DH4152,ASSLY CRANKCASE RH K1 R,2W,"  19,200 "
36DH4154,KIT CHAIN SPROCKET,2W,"  8,970 "
36DH4155,KIT TANK DECAL,2W,  380 
36DH4161,KIT WHEEL RIM DECAL,2W,  980 
36DH4163,KIT TANK DECAL BL-RED,2W,  370 
36DH4172,MAJOR KIT REAR MST CYLINDER ENDU,2W,  990 
36DH4173,MINOR KIT REAR MST CYLINDER ENDU,2W,  350 
36DH4174,DISC PAD SET REAR CALIPER ENDU,2W,"  1,220 "
36DH4175,MAJOR KIT REAR CALIPER ENDU,2W,"  1,100 "
36DH4177,KIT MINOR REAR CALIPER ENDU,2W,  500 
36DH4179,KIT CALIPER HARDWARES ENDU,2W,  490 
36DH4180,KIT HOLDER BRACKET CALIPER ENDU,2W,"  2,750 "
36DH4184,KIT BRAKE HOSE ENDU,2W,"  2,000 "
36DH4188,KIT PRIMARY DRIVE & DRIVEN GEAR,2W,"  7,900 "
36DH4191,KIT SEAT COWL DECAL-EBLACK,2W,"  1,750 "
36DJ1001,SET PRIMARY DRIVER/DRIVEN,2W,"  9,490 "
36DJ1004,KIT - VALVE DTSI 180,2W,"  2,110 "
36DJ1501,CHAIN SPROCKET KIT FOR PULSAR 150/180 DT,2W,"  5,710 "
36DJ1502,KIT - CHAIN SPROCKET DTS-I UG,2W,"  7,100 "
36DJ4001,KIT - CHAIN CASE DTSI UG I,2W,"  2,240 "
36DJ4003,KIT PRI DRIVER / DRIVERS PULSAR DTSI UG2,2W,"  10,740 "
36DJ4005,KIT CHAIN SPROCKET PULSAR DTSI (MODIF) (36DJ4009),2W,"  4,200 "
36DJ4008,KIT RING SET PISTON UG III,2W,"  1,590 "
36DJ4011,KIT DECAL KIT PULSAR 150 UGIII,2W,"  1,540 "
36DJ4013,KIT CHAIN SPROCKET PULSAR 180CC UG3,2W,"  6,090 "
36DJ4016,"KIT OIL SEAL PULSAR 180 UG3 EXPORT
",2W,  430 
36DJ4017,KIT ASSLY CL COVER K2 FLOWER TYPE,2W,"  8,630 "
36DJ4023,KIT SEAT COWL DCL BLUE 180,2W,  400 
36DJ4024,KIT SEAT COWL DCL RED 180,2W,  810 
36DJ4026,KIT COVER CLUTCH SLV P180,2W,"  7,970 "
36DJ4027,KIT WHEEL 2.5 * 17 ( 6 LUG BLACK ),2W,"  19,075 "
36DJ4028,KIT CYL HEAD+COVER(8MM) -P180,2W,"  13,675 "
36DJ4030,KIT SCB SENSOR+MAG -K2/K3 S,2W,"  1,380 "
36DJ4031,KIT END -KIT MJR MAST CYL & GR,2W,  860 
36DJ4032,KIT MIN CAL END,2W,  710 
36DJ4033,KIT END -KIT MJR CAL & GR,2W,"  2,760 "
36DJ4034,KIT CYL HEAD+COVER-P180 ( 10MM T ),2W,"  13,170 "
36DJ4037,KIT FAIRING DCL W RED-K1/K2,2W,  470 
36DJ4038,KIT FAIRING DCL M WHITE K2,2W,  295 
36DJ4039,KIT FAIRING DCL S BLUE K1/K2,2W,  295 
36DJ4040,KIT S COWL DCL W RED-K2,2W,  550 
36DJ4041,KIT S COWL DCL M WHITE-K2,2W,  430 
36DJ4042,KIT S COWL DCL S BLUE-K2,2W,  355 
36DJ4043,KIT S COVER DCL W RED-K1/K2/K3,2W,  470 
36DJ4044,KIT S COVER DCL M WHITE-K2/K3,2W,  470 
36DJ4045,KIT S COVER DCL S BLUE-K1/K2/K3,2W,  320 
36DJ4046,KIT TANK DCL W RED-K1/K2,2W,  820 
36DJ4047,KIT TANK DCL M METALLIC-K2,2W,  950 
36DJ4048,KIT TANK DCL S BLUE-K1/K2,2W,  930 
36DJ4049,KIT TANK SPOILER DCL W RED-K2,2W,  570 
36DJ4050,KIT TANK SPOILER DCL M WHITE-K2,2W,  450 
36DJ4052,KIT DCL S COWL E BL-K2,2W,"  2,440 "
36DJ4057,GRAB HANDLE KIT BLACK / SILVER :,2W,"  2,310 "
36DJ4063,KIT FAIRING DCL RED,2W,  930 
36DJ4064,KIT TANK DCL RED,2W,"  1,890 "
36DJ4065,KIT DCLLH SIDE COVER RED,2W,  560 
36DJ4066,KIT DCL RH SIDE COVER RED,2W,  570 
36DJ4067,KIT S COWL DCL RED,2W,"  1,200 "
36DJ4068,KIT TANK DCL R BLUE K2,2W,"  1,750 "
36DJ4069,KIT FAIRING DCL R BLUE K2,2W,  460 
36DJ4072,KIT S COWL R BLUE K2,2W,  640 
36DJ4075,KIT DECAL FAIRING EBONY BLACK,2W,  840 
36DJ4076,KIT DECAL TANK  EBONY BLACK,2W,"  2,200 "
36DJ4077,KIT DECAL SEAT COWL EBONY BLACK,2W,"  2,550 "
36DJ4078,KIT DECAL FAIRING ROYAL BLUE,2W,  550 
36DJ4079,KIT DECAL TANK ROYAL BLUE,2W,"  1,060 "
36DJ4081,KIT DECAL SEAT COWL ROYAL BLUE,2W,"  1,290 "
36DJ4082,KIT ASSLY CL CVR SLATE GRAY-K2,2W,"  7,340 "
36DJ4089,ASSEMBLY HEAD MACH. WITH COVER,2W,"  21,640 "
36DJ4092,KIT SPOILER DECAL-EBLACK,2W,"  1,850 "
36DJ4093,KIT TANK DECAL-EBLACK,2W,  940 
36DJ4104,KIT MINOR CLAIPER,2W,  490 
36DK0004,KIT PRIMARY DRIVEN/DRIVER PSLR UGIII,2W,"  5,510 "
36DK0005,KIT VALVE REPAIR PULSAR UGIII,2W,  460 
36DK0007,KIT CENTRIFUIGAL OIL FILTER,2W,  180 
36DK0008,KIT HARDWARE AIR CLEANER,2W,  55 
36DK0009,KIT HARDWARE SILENCER,2W,  400 
36DK0010,KIT HARDWARE SHIELD,2W,  240 
36DK0011,KIT HARDWARE ENG.MOUNTINGS,2W,  880 
36DK0012,KIT BUSH RE.SHOCK,2W,  470 
36DK0013,KIT HARDWARE PILLION SUP,2W,  160 
36DK0015,KIT AC ELEMENT FINE/COARSE,2W,  530 
36DK0016,KIT HARDWARE BRAKE PEDAL,2W,  90 
36DK0017,KIT HARDWARE ROD BRAKE,2W,  130 
36DK0018,KIT HARDWARE ROD TORQUE,2W,  55 
36DK0019,KIT HARDWARE HOLDER LH,2W,  210 
36DK0020,KIT OUTER TUBE,2W,"  1,080 "
36DK0021,KIT HARDWARE MOUNTING BRACKET,2W,  380 
36DK0023,KIT HARDWARE SARI GUARD,2W,  190 
36DK0024,KIT CHAIN SPROCKET KIT ( PULSAR 220 CC ),2W,"  11,520 "
36DK0029,KIT PRIMARY DRIVE/ DRIVER PULSAR 200/220,2W,"  8,500 "
36DK0033,KIT LEG GUARD - PULSAR 200 CC,2W,"  2,190 "
36DK0034,KIT BRAKE PEDAL KIT  PULSAR 180 UG4,2W,  720 
36DK0036,KIT CHAIN SPROCKET KIT PULSAR 180 UG4,2W,"  8,370 "
36DK0037,KIT MIRROR HOLDER KIT PULSAR 180 UG4,2W,  190 
36DK0038,KIT SET PRIMARY DRIV & DRIV PULSAR180UG4,2W,"  6,440 "
36DK0040,KIT CHAIN SPROCKET,2W,"  9,560 "
36DK0041,KIT DECAL FAIRING WINE RED P-220,2W,  360 
36DK0044,KIT DECAL FAIRING MIDNIGHT BLACK P-220,2W,  355 
36DK0050,KIT STARTER MOTOR REPAIR P200/220/A200,2W,"  1,350 "
36DK0051,KIT STARTER MOTOR COVER P220,2W,"  2,400 "
36DK0058,KIT PISTON VALVE 220F,2W,"  6,370 "
36DK0059,KIT MAIN JET,2W,"  1,295 "
36DK0060,KIT FLOAT CHAMBER BODY 220F,2W,"  1,910 "
36DK0061,KIT TAP CAP ASSLY 220F,2W,  205 
36DK0062,KIT SOLENOID ASSLY 220F,2W,"  2,290 "
36DK0064,KIT COVER RH FLOWER TYPE - BLACK,2W,"  7,800 "
36DK0065,MINOR KIT CALIPER WITH GREASE,2W,"  1,560 "
36DK0066,KIT MAJOR KIT CALIPER WITH GREASE,2W,"  2,540 "
36DK0067,KIT Caliper Minor Kit  with grease,2W,"  1,720 "
36DK0068,KIT Caliper Major Kit with grease,2W,"  1,470 "
36DK0069,KIT Major Kit Master cyl with grease,2W,"  2,050 "
36DK0070,KIT Minor Kit Master Cyl  with grease,2W,"  1,890 "
36DK0072,KIT PLATE FRICTION PLSR UG3-3 (DK101149),2W,"  3,340 "
36DK0073,KIT PLATE FRICTION PLSR UG3-4(DK101149),2W,"  4,890 "
36DK0074,KIT PLATE FRICTION UG4-3 ( DK101566 ),2W,"  3,432 "
36DK0076,KIT STARTER CLUTCH ASSEMBLY DK101595,2W,"  5,080 "
36DK0077,KIT FOR STARTER CLUTCH DK101595,2W,  80 
36DK0084,KIT  DECAL SD COVER BLUE,2W,  405 
36DK0086,KIT DECAL TANK 220F RD,2W,  425 
36DK0087,KIT DECAL FAIRING 220F RD,2W,"  2,320 "
36DK0088,KIT  DECAL SD COVER RED,2W,  500 
36DK0089,KIT DECAL  COWL 220F RED,2W,  340 
36DK0090,KIT HEAD ASLY(10MM) P220DTSI   BLK,2W,"  16,810 "
36DK0094,KIT SIL W/O SHIELD-K3-DK101676,2W,"  21,910 "
36DK0105,KIT PULSAR DCL SATIN CROME-LH,2W,"  2,330 "
36DK0106,KIT PULSAR DCL SATIN CROME-RH,2W,"  2,065 "
36DK0125,KIT S COVER LH ROYAL BLUE,2W,  460 
36DK0126,KIT S COVER RH ROYAL BLUE,2W,  270 
36DK0137,KIT DECAL SIDE COVER LH EBONY BLACK,2W,  550 
36DK0138,KIT DECAL SIDE COVER RH EBONY BLACK,2W,  550 
36DK0139,KIT DECAL SIDE COVER LH ROYAL BLUE,2W,  270 
36DK0140,KIT DECAL SIDE COVER RH ROYAL BLUE,2W,  270 
36DK0164,KIT FENDER DECAL EBLACK,2W,  490 
36DK0165,KIT BELLY PAN DECAL EBLACK,2W,"  1,190 "
36DK0178,KIT FENDER DECAL BLUE,2W,  510 
36DK0179,KIT BELLY PAN DECAL BLUE,2W,"  1,140 "
36DK0181,KIT SPOILER DECAL BLUE,2W,"  1,770 "
36DK0182,KIT TANK DECAL BLUE,2W,  940 
36DK0183,KIT SEAT COWL DECAL BLUE,2W,"  1,670 "
36DM0001,KIT SPROCKET CHAIN BOXER S,2W,"  6,070 "
36DS1000,Oil Seal Kit-Discover,2W,  675 
36DS1001,KIT - O' RING CYLINDER HEAD,2W,  870 
36DS1002,KIT - VALVE,2W,"  1,950 "
36DS1003,KIT - VALVE REPAIR,2W,  790 
36DS1004,KIT - CHAIN GUIDE,2W,  600 
36DS1007,SET - BOSS KICK,2W,"  1,200 "
36DS1201,KIT - VACCUM PISTON CARBURETTOR,2W,"  3,090 "
36DS1202,KIT - JET HOLDER,2W,  880 
36DS1203,KIT - IDLING SCREW,2W,  780 
36DS1401,GROMMET KIT-PETROL TANK,2W,  190 
36DS1402,DAMPER KIT - PETROL TANK,2W,  440 
36DS1502,KIT - SPEEDOMETER GEAR,2W,  360 
36DS1504,KIT - CHAIN SPROCKET,2W,"  6,310 "
36DS1601,ENG.MTG.PLATE SET,2W,  290 
36DS1602,ENGINE MOUNTING BRACKET SET,2W,"  1,070 "
36DS1609,KIT - CHAIN CASE,2W,"  3,190 "
36DS1801,SET - HOLDER HANDLE,2W,  690 
36DS1802,SET - HANDLE CUP,2W,"  1,200 "
36DS2101,KIT - SEAT DAMPER,2W,  580 
36DS4010,KIT CHAIN COVER ASSLY DISCOVER,2W,"  3,780 "
36DS4011,KIT CHAIN SPROCKET DISCOVER,2W,"  5,980 "
36DS4012,KIT CHAIN SPROCKET DISCOVER ( MODIF),2W,"  5,940 "
36DS4018,KIT DECAL RED LIGHT RED DISCOVER NEW,2W,"  7,130 "
36DS4020,KIT CHAIN CASE DISCOVER BLACK 125,2W,"  4,320 "
36DS4024,KIT GASKET DISCOVER,2W,"  1,100 "
36DT0001,KIT HARDWARE FAIRING+R COWL,2W,  800 
36DT0002,KIT HARDWARE S COWL+SIDE,2W,  140 
36DT0007,KIT CHAIN SPROCKET,2W,"  10,810 "
36DT0008,KIT ENGINE GASKET,2W,"  5,350 "
36DT0010,"KIT DCL FAIRING-BR YELLOW
",2W,"  1,045 "
36DT0011,"KIT DCL FAIRING-PA RED
",2W,"  1,045 "
36DT0013,"KIT DCL S COWL-BR YELLOW
",2W,"  1,380 "
36DT0014,KIT DCL S COWL-PA RED,2W,"  1,000 "
36DT0016,"DCL SPOILER LH-BR YELLOW
",2W,"  1,525 "
36DT0017,"KIT DCL SPOILER LH-PA RED
",2W,"  1,525 "
36DT0019,"KIT DCL SPOILER RH-BR YELLOW
",2W,"  1,750 "
36DT0020,"KIT DCL SPOILER RH-PA RED
",2W,"  1,525 "
36DT0028,"KIT DCL FENDER ABS-P RED
KIT DCL FENDER ABS-P RED
",2W,  695 
36DT0029,"KIT DCL FENDER ABS- BR YELLOW
",2W,  805 
36DT0031,"KIT DCL FENDER - BR YELLOW
",2W,  805 
36DT0032,"KIT CYLINDER HEAD
",2W,"  18,860 "
36DT0033,"KIT GEAR PRIMARY DRIVE & DRIVEN
",2W,"  8,580 "
36DT0034,MJR KIT # FR MASTER CYL (Ø13,2W,"  2,030 "
36DT0039,MJR KIT - REAR M/ CYL-(Ø14),2W,"  1,400 "
36DT0040,MINOR KIT - REAR M/ CYL-(Ø14,2W,  600 
36DT0044,"Kit brake hose caliper to ABS unit
",2W,"  8,670 "
36DT0045,KIT DECAL FAIRING EBONY BLACK,2W,"  1,110 "
36DT0046,DECAL F LH E-BLACK,2W,"  1,220 "
36DT0048,KIT DECAL SEAT COWL EBONY BLACK,2W,"  1,390 "
36DT0049,KIT DECAL FRONT FENDER EBONY BLACK,2W,  670 
36DT0053,KIT FR.NUMBER PLATE PULSAR RS 200 / AS 2,2W,  220 
36DT0055,"KIT CL HOUSING & PRIMARY GEAR
",2W,"  8,770 "
36DT0062,KIT FAIRING DCL S BLUE,2W,  620 
36DT0063,KIT SIDE FAIRING DCL LH S BLUE,2W,"  1,770 "
36DT0064,KIT SIDE FAIRING DCL RH S BLUE,2W,"  2,530 "
36DT0065,KIT T TOP COVER S KIT T TOP COVER S BLUE,2W,  560 
36DT0066,KIT S COWL DCL 2D S BLUE,2W,"  1,040 "
36DT0067,KIT SIDE FAIRING DCL LH B GRAY,2W,"  1,720 "
36DT0069,KIT SIDE FAIRING DCL RH B GRAY,2W,"  1,190 "
36DT0073,"KIT F FENDER DCL S BLUE-ABS
",2W,  750 
36DT0079,KIT CRANKCASE RH BSIV,2W,"  31,930 "
36DT0080,KIT CRANKCASE LH BSIV,2W,"  19,970 "
36DT0081,K8 BSIV CYL HEAD(NEW CASTING),2W,"  24,360 "
36DT0084,KIT FRICTION PLATE,2W,"  4,950 "
36DU1000,Oil  Seal  Kit -CT100,2W,  860 
36DU1001,KIT - O'RING CYLINDER HEAD,2W,  480 
36DU1004,GEAR - LEVER SPRING KIT - CT 100,2W,  120 
36DU1007,SET - BOSS KICK,2W,"  1,300 "
36DU1202,KIT - IDLING SCREW,2W,  300 
36DU1203,KIT - AIR CONTROL SCREW,2W,  330 
36DU1204,KIT - GASKET O'RING,2W,  270 
36DU1205,KIT - CARBURETTOR FLOAT PIN,2W,  930 
36DU1206,KIT - JET HOLDER,2W,  940 
36DU1502,KIT - FRONT WHEEL BEARING,2W,"  1,600 "
36DU1503,KIT - SPEEDOMETER GEAR,2W,  380 
36DU1504,FRONT HUB BUSHING KIT - CT 100,2W,  170 
36DU1505,KIT - CHAIN SPROCKET,2W,"  6,020 "
36DU1901,KIT - CABLE ADJUSTMENT,2W,  360 
36DU4003,KIT CHAIN SPROCKET CT100 NEW,2W,"  4,920 "
36DU4004,KIT CHAIN CASE 17 INCH,2W,"  4,560 "
36DU4017,KIT CHAIN SPROCKET,2W,"  4,550 "
36DU4026,KIT CONNECTING ROD CT100,2W,"  3,550 "
36DU4037,KIT DCL COWLING BL-BLUE,2W,  800 
36DU4038,KIT DCL TANK BL-RED,2W,"  3,190 "
36DU4041,KIT DCL TANK BL-BLUE,2W,"  2,200 "
36DU4045,KIT DCL S COVER-BL BLUE,2W,  800 
36DU4049,KIT DCL SEAT COWL-BL BLUE,2W,  830 
36DU4051,KIT VALVE REPAIR,2W,  600 
36DU4055,KIT PRIMARY DRIVE+DRIVEN,2W,"  5,440 "
36DU4076,KIT VALVE INTAKE+EXHAUST,2W,"  1,680 "
36DU4077,KIT ASSLY CRANKCASE RH,2W,"  9,170 "
36DU4078,KIT ASSLY CRANKCASE LH,2W,"  7,410 "
36DU4079,KIT ASSLY CLUTCH COVER,2W,"  5,350 "
36DU4085,KIT CHAIN SPROCKET CT100ES,2W,"  4,390 "
36DU4086,KIT DECAL FAIRING BL-RED,2W,  950 
36DU4087,KIT DECAL TANK BL-RED,2W,"  3,500 "
36DU4088,KIT DECAL SEAT COWL BL-RED,2W,"  1,420 "
36DU4089,KIT DECAL FAIRING FL RED,2W,  820 
36DU4095,KIT DECAL FAIRING BL BLUE,2W,  950 
36DU4096,KIT DECAL TANK BL BLUE,2W,"  3,500 "
36DU4097,KIT DECAL SEAT COWL BL BLUE,2W,"  2,250 "
36DV0004,KIT CHAIN SPROCKET ( AVENGER ),2W,"  6,490 "
36DV0007,KIT STEERING CONE ( NEW ),2W,"  2,370 "
36DZ0001,KIT - CHAIN CASE,2W,"  4,030 "
36DZ0002,KIT - CHAIN SPROCKET,2W,"  4,250 "
36DZ0003,KIT - DECAL LONG BEACH BLUE,2W,"  8,090 "
36DZ0006,KIT - LEG/SAREE GUARD HARDWARE(PLATINA),2W,  165 
36DZ0008,KIT GEAR METER SCREW AW ( PLATINA ),2W,  440 
36DZ0009,KIT CASE CHAIN FOR AW ( PLATINA ),2W,"  3,870 "
36DZ0016,KIT DECAL BLACK CROME ( PLATINA ),2W,"  5,200 "
36DZ0020,KIT FRONT FORK SEAL KIT,2W,  600 
36DZ0021,KIT GEAR METER SCREW KIT,2W,  400 
36DZ0029,"KIT OIL SEAL PLATINA 100 EXPORT
",2W,  310 
36DZ0036,KIT TANK DECALLB BLUE-NON CROMEPLATINA,2W,"  2,590 "
36DZ0038,KIT TANK DECALJBL NON CROMEPLATINA 100,2W,"  1,960 "
36DZ0039,KIT TANK DECALMAROON-NON CROMEPLATINA 10,2W,"  1,960 "
36DZ0046,KIT FAIRING DECALLB BLUE-NON CROMEPLATINA,2W,  570 
36DZ0048,KIT FAIRING DECALJBL NON CROMEPLATINA 10,2W,  380 
36DZ0049,KIT FAIRING DECALMAROON-NON CROMEPLATINA,2W,  430 
36DZ0056,KIT SEAT COWL DECALLB BLUE-NON CROMEPLAT,2W,"  1,500 "
36DZ0058,KIT SEAT COWL DECALJBL NON CROMEPLATINA,2W,"  1,130 "
36DZ0059,KIT SEAT COWL DECALMAROON-NON CROMEPLATI,2W,"  1,490 "
36DZ1000,Oil Seal Kit- Boxer AT /AR/Platina,2W,  720 
36FA1001,CYL:BLK.PST.KIT (M80 4S),2W,"  9,930 "
36FA1501,BYK CHAIN SPRO.KIT,2W,"  4,290 "
36JA0002,KIT VALVE KIT XCD,2W,"  2,090 "
36JA0003,KIT VALVE REPAIR KIT XCD,2W,"  1,110 "
36JA0004,KIT CHAIN GUIDE KIT XCD,2W,  600 
36JA0005,KIT CHAIN SPROCKET KIT XCD,2W,"  5,980 "
36JA0006,KIT CHAIN CASE KIT XCD,2W,"  3,820 "
36JA0010,KIT SET DRIVE / DRIVER XCD,2W,"  4,300 "
36JA0020,KIT PLATE FRCITION ( JA551418 ),2W,"  1,670 "
36JA0022,KIT GASKETS PULSAR 135,2W,  800 
36JA0023,KIT GASKETS DISCOVER 100,2W,  600 
36JB0003,KIT CHAIN SPROCKET PLATINA UG,2W,"  4,670 "
36JB0004,KIT DECAL SET JET BLACK PLATINA UG,2W,"  1,555 "
36JB0005,KIT DECAL SET CW-RED PLATINA RED,2W,"  7,710 "
36JB0006,KIT DECAL SET - LB BLUE PLATINA UG,2W,"  5,865 "
36JB0017,KIT GASKET XCD125,2W,  750 
36JB0019,KIT DISCO M CI COVER STAR TYPE,2W,"  3,835 "
36JB0020,KIT DISCO M MAG COVER STAR TYPE,2W,"  2,150 "
36JB0021,KIT JET (MOD) DISCO M 100,2W,"  1,770 "
36JB0022,KIT AIR SCREW ( MOD ) DISCO M 100,2W,  480 
36JB0023,KIT ASSLY CL COVER DIS100 DTS-I,2W,"  3,680 "
36JB0025,KIT ASLY C CASE RH D100 UG,2W,"  6,360 "
36JB4032,KIT ASSLY CLUTCH COVER - DIS 110,2W,"  2,210 "
36JC0002,KIT CHAIN SPROCKET KIT PULSAR 200,2W,"  9,720 "
36JC0003,"KIT HARDWARE ROD BRAKE ( NEW )
",2W,  180 
36JC0006,KIT KIT HARDWARE ROD BRAKE PULSAR 180UG4,2W,  270 
36JC0007,KIT KIT LEVER BRAKE PULSAR 180UG4,2W,  90 
36JC0008,KIT PULSAR DECAL BLACK CROME-LH,2W,"  3,230 "
36JC0009,KIT PULSAR DECAL BLACK CROME-RH,2W,"  3,260 "
36JC0010,KIT PULSAR DECAL GREY CROME-LH,2W,"  3,790 "
36JC0011,KIT PULSAR DECAL GREY CROME-RH,2W,"  3,920 "
36JC0013,"KIT GASKET PULSAR200
",2W,  960 
36JD0001,KIT JET PULSAR 135 LS,2W,"  2,910 "
36JD0002,KIT VC SCREW PULSAR 135 LS,2W,  360 
36JD0004,KIT VACCUM PISTON PULSAR135 LS,2W,"  2,610 "
36JD0005,KIT CARB.GASKET O RING PULSAR135 LS,2W,  860 
36JD0006,KIT JET NEEDLE HARDWARE PULSAR135 LS,2W,  720 
36JD0009,KIT MAG CVR MLS-P135,2W,"  3,310 "
36JD0010,KIT CL CVR MLS-P135,2W,"  6,620 "
36JD0011,KIT FAIRING DCL RED-P135,2W,  540 
36JD0012,KIT SPOILER DCL RED-P135,2W,  685 
36JD0013,KIT SIDE COVER DCL RED-P135,2W,  425 
36JD0014,KIT SEAT COWL DCL RED-P135,2W,"  1,340 "
36JD0015,KIT TANK DCL RED-P135,2W,"  1,840 "
36JD0016,KIT FAIRIING DCL BLUE-P135,2W,  395 
36JD0017,KIT SPOILER DCL BLUE-P135,2W,  695 
36JD0018,KIT SEAT COWL DCL BLUE-P135,2W,"  1,570 "
36JD0019,KIT SIDE CVR DCL-BLUE P135,2W,  405 
