Barcode Nomenclature,Rules/Rule Name,Rules/Type,Rules/Alias,Rules/Barcode Pattern,Rules/Sequence
,DT231404,Alias,DT231404,DT231404-{N},1
,DT231405,Alias,DT231405,DT231405-{N},1
,DJ161263,Alias,DJ161263,DJ161263-{N},1
,JH151003,Alias,JH151003,JH151003-{N},1
,BF162041,Alias,BF162041,BF162041-{N},1
,DH101654,Alias,DH101654,DH101654-{N},1
,DJ201143,Alias,DJ201143,DJ201143-{N},1
,AA151056,Alias,AA151056,AA151056-{N},1
,GF101080,Alias,GF101080,GF101080-{N},1
,52JE0074,Alias,52JE0074,52JE0074-{N},1
,JH401008,Alias,JH401008,JH401008-{N},1
,JG401041,Alias,JG401041,JG401041-{N},1
,DJ101711,Alias,DJ101711,DJ101711-{N},1
,36DJ4089,Alias,36DJ4089,36DJ4089-{N},1
,BF591097,Alias,BF591097,BF591097-{N},1
,DT591116,Alias,DT591116,DT591116-{N},1
,BF402004,Alias,BF402004,BF402004-{N},1
,DT401011,Alias,DT401011,DT401011-{N},1
,JY401015,Alias,JY401015,JY401015-{N},1
,BF247026,Alias,BF247026,BF247026-{N},1
,BF247032,Alias,BF247032,BF247032-{N},1
,JP161004,Alias,JP161004,JP161004-{N},1
,PA113035,Alias,PA113035,PA113035-{N},1
,PA113038,Alias,PA113038,PA113038-{N},1
,52BF0107,Alias,52BF0107,52BF0107-{N},1
,52BF0104,Alias,52BF0104,52BF0104-{N},1
,24231748,Alias,24231748,24231748-{N},1
,52BF0105,Alias,52BF0105,52BF0105-{N},1
,52BF0103,Alias,52BF0103,52BF0103-{N},1
,52BF0108,Alias,52BF0108,52BF0108-{N},1
,52BF0106,Alias,52BF0106,52BF0106-{N},1
,AA121285,Alias,AA121285,AA121285-{N},1
,AA102075,Alias,AA102075,AA102075-{N},1
,JL181409,Alias,JL181409,JL181409-{N},1
,JF181409,Alias,JF181409,JF181409-{N},1
,DT181414,Alias,DT181414,DT181414-{N},1
,AA201272,Alias,AA201272,AA201272-{N},1
,AA201362,Alias,AA201362,AA201362-{N},1
,BF611012,Alias,BF611012,BF611012-{N},1
,JH581410,Alias,JH581410,JH581410-{N},1
,AA121242,Alias,AA121242,AA121242-{N},1
,PD581410,Alias,PD581410,PD581410-{N},1
,JH581401,Alias,JH581401,JH581401-{N},1
,JE581417,Alias,JE581417,JE581417-{N},1
,JE511212,Alias,JE511212,JE511212-{N},1
,JU531213,Alias,JU531213,JU531213-{N},1
,JE531201,Alias,JE531201,JE531201-{N},1
,JE531202,Alias,JE531202,JE531202-{N},1
,AA121098,Alias,AA121098,AA121098-{N},1
,BF402404,Alias,BF402404,BF402404-{N},1
,JE621200,Alias,JE621200,JE621200-{N},1
,PA621203,Alias,PA621203,PA621203-{N},1
,JZ621200,Alias,JZ621200,JZ621200-{N},1
,JE621203,Alias,JE621203,JE621203-{N},1
,PA621006,Alias,PA621006,PA621006-{N},1
,52JA0023,Alias,52JA0023,52JA0023-{N},1
,24231713,Alias,24231713,24231713-{N},1
,BF121115,Alias,BF121115,BF121115-{N},1
,BF121116,Alias,BF121116,BF121116-{N},1
,JZ151047,Alias,JZ151047,JZ151047-{N},1
,BF182599,Alias,BF182599,BF182599-{N},1
,BF182615,Alias,BF182615,BF182615-{N},1
,PF121099,Alias,PF121099,PF121099-{N},1
,PF121100,Alias,PF121100,PF121100-{N},1
,JH231210,Alias,JH231210,JH231210-{N},1
,JH231211,Alias,JH231211,JH231211-{N},1
,DH181124,Alias,DH181124,DH181124-{N},1
,JL121007,Alias,JL121007,JL121007-{N},1
,DH181125,Alias,DH181125,DH181125-{N},1
,JL121006,Alias,JL121006,JL121006-{N},1
,24201504,Alias,24201504,24201504-{N},1
,DY161002,Alias,DY161002,DY161002-{N},1
,JD561411,Alias,JD561411,JD561411-{N},1
,JL561404,Alias,JL561404,JL561404-{N},1
,DK101177,Alias,DK101177,DK101177-{N},1
,BF551426,Alias,BF551426,BF551426-{N},1
,BF551450,Alias,BF551450,BF551450-{N},1
,JZ561402,Alias,JZ561402,JZ561402-{N},1
,JD561414,Alias,JD561414,JD561414-{N},1
,DK101182,Alias,DK101182,DK101182-{N},1
,JB561400,Alias,JB561400,JB561400-{N},1
,BF561201,Alias,BF561201,BF561201-{N},1
,PF161009,Alias,PF161009,PF161009-{N},1
,PF161016,Alias,PF161016,PF161016-{N},1
,PF161014,Alias,PF161014,PF161014-{N},1
,PF161011,Alias,PF161011,PF161011-{N},1
,24151183,Alias,24151183,24151183-{N},1
,BH131814,Alias,BH131814,BH131814-{N},1
,DK101733,Alias,DK101733,DK101733-{N},1
,JL561205,Alias,JL561205,JL561205-{N},1
,AA201171,Alias,AA201171,AA201171-{N},1
,BF551243,Alias,BF551243,BF551243-{N},1
,JH232606,Alias,JH232606,JH232606-{N},1
,JH232602,Alias,JH232602,JH232602-{N},1
,DT401008,Alias,DT401008,DT401008-{N},1
,JY401014,Alias,JY401014,JY401014-{N},1
,BF121111,Alias,BF121111,BF121111-{N},1
,BF121112,Alias,BF121112,BF121112-{N},1
,JP121046,Alias,JP121046,JP121046-{N},1
,JE541264,Alias,JE541264,JE541264-{N},1
,PF541237,Alias,PF541237,PF541237-{N},1
,JH541202,Alias,JH541202,JH541202-{N},1
,PF541246,Alias,PF541246,PF541246-{N},1
,JE351008,Alias,JE351008,JE351008-{N},1
,JY121029,Alias,JY121029,JY121029-{N},1
,JG113039,Alias,JG113039,JG113039-{N},1
,JZ113027,Alias,JZ113027,JZ113027-{N},1
,JZ113056,Alias,JZ113056,JZ113056-{N},1
,DY113000,Alias,DY113000,DY113000-{N},1
,JD113031,Alias,JD113031,JD113031-{N},1
,JZ113059,Alias,JZ113059,JZ113059-{N},1
,JG113040,Alias,JG113040,JG113040-{N},1
,JZ113028,Alias,JZ113028,JZ113028-{N},1
,JD113032,Alias,JD113032,JD113032-{N},1
,52JB5504,Alias,52JB5504,52JB5504-{N},1
,52JZ1762,Alias,52JZ1762,52JZ1762-{N},1
,DU121056,Alias,DU121056,DU121056-{N},1
,JE581423,Alias,JE581423,JE581423-{N},1
,DJ121090,Alias,DJ121090,DJ121090-{N},1
,JF131816,Alias,JF131816,JF131816-{N},1
,JP131802,Alias,JP131802,JP131802-{N},1
,DK151031,Alias,DK151031,DK151031-{N},1
,PD131807,Alias,PD131807,PD131807-{N},1
,24121364,Alias,24121364,24121364-{N},1
,52210040,Alias,52210040,52210040-{N},1
,52AB0098,Alias,52AB0098,52AB0098-{N},1
,JL591240,Alias,JL591240,JL591240-{N},1
,JY591350,Alias,JY591350,JY591350-{N},1
,JL591196,Alias,JL591196,JL591196-{N},1
,BF591073,Alias,BF591073,BF591073-{N},1
,24121240,Alias,24121240,24121240-{N},1
,52DU0239,Alias,52DU0239,52DU0239-{N},1
,52JH5506,Alias,52JH5506,52JH5506-{N},1
,BB103355,Alias,BB103355,BB103355-{N},1
,DK101238,Alias,DK101238,DK101238-{N},1
,BF571020,Alias,BF571020,BF571020-{N},1
,JU571000,Alias,JU571000,JU571000-{N},1
,JZ571000,Alias,JZ571000,JZ571000-{N},1
,PF571000,Alias,PF571000,PF571000-{N},1
,JE571003,Alias,JE571003,JE571003-{N},1
,JE571009,Alias,JE571009,JE571009-{N},1
,JB571005,Alias,JB571005,JB571005-{N},1
,BF152032,Alias,BF152032,BF152032-{N},1
,JU121037,Alias,JU121037,JU121037-{N},1
,BF162011,Alias,BF162011,BF162011-{N},1
,PF161020,Alias,PF161020,PF161020-{N},1
,AB151126,Alias,AB151126,AB151126-{N},1
,JF161009,Alias,JF161009,JF161009-{N},1
,GF141001,Alias,GF141001,GF141001-{N},1
,JG113041,Alias,JG113041,JG113041-{N},1
,JG113042,Alias,JG113042,JG113042-{N},1
,DU161235,Alias,DU161235,DU161235-{N},1
,JZ113031,Alias,JZ113031,JZ113031-{N},1
,JH113009,Alias,JH113009,JH113009-{N},1
,JH113022,Alias,JH113022,JH113022-{N},1
,JZ113062,Alias,JZ113062,JZ113062-{N},1
,JH113023,Alias,JH113023,JH113023-{N},1
,JZ113032,Alias,JZ113032,JZ113032-{N},1
,JZ113053,Alias,JZ113053,JZ113053-{N},1
,JH113011,Alias,JH113011,JH113011-{N},1
,JZ113068,Alias,JZ113068,JZ113068-{N},1
,AA101750,Alias,AA101750,AA101750-{N},1
,BF591004,Alias,BF591004,BF591004-{N},1
,DT591230,Alias,DT591230,DT591230-{N},1
,JE591005,Alias,JE591005,JE591005-{N},1
,JE591179,Alias,JE591179,JE591179-{N},1
,AA141101,Alias,AA141101,AA141101-{N},1
,JE571219,Alias,JE571219,JE571219-{N},1
,DK101275,Alias,DK101275,DK101275-{N},1
,52DU0240,Alias,52DU0240,52DU0240-{N},1
,JE571216,Alias,JE571216,JE571216-{N},1
,DK101276,Alias,DK101276,DK101276-{N},1
,BF171855,Alias,BF171855,BF171855-{N},1
,BF171854,Alias,BF171854,BF171854-{N},1
,BF181830,Alias,BF181830,BF181830-{N},1
,PF521200,Alias,PF521200,PF521200-{N},1
,DK101092,Alias,DK101092,DK101092-{N},1
,JC101012,Alias,JC101012,JC101012-{N},1
,BF521207,Alias,BF521207,BF521207-{N},1
,DH101665,Alias,DH101665,DH101665-{N},1
,JY121030,Alias,JY121030,JY121030-{N},1
,AA101865,Alias,AA101865,AA101865-{N},1
,AA161265,Alias,AA161265,AA161265-{N},1
,BF581091,Alias,BF581091,BF581091-{N},1
,JE571213,Alias,JE571213,JE571213-{N},1
,24102003,Alias,24102003,24102003-{N},1
,24102002,Alias,24102002,24102002-{N},1
,JP171008,Alias,JP171008,JP171008-{N},1
,BF601229,Alias,BF601229,BF601229-{N},1
,BF601232,Alias,BF601232,BF601232-{N},1
,52BF0096,Alias,52BF0096,52BF0096-{N},1
,AA151059,Alias,AA151059,AA151059-{N},1
,BF241026,Alias,BF241026,BF241026-{N},1
,52BF0095,Alias,52BF0095,52BF0095-{N},1
,52BF0092,Alias,52BF0092,52BF0092-{N},1
,52BF0091,Alias,52BF0091,52BF0091-{N},1
,52BF0094,Alias,52BF0094,52BF0094-{N},1
,BF241027,Alias,BF241027,BF241027-{N},1
,52BF0101,Alias,52BF0101,52BF0101-{N},1
,52BF0098,Alias,52BF0098,52BF0098-{N},1
,52BF0099,Alias,52BF0099,52BF0099-{N},1
,52BF0097,Alias,52BF0097,52BF0097-{N},1
,52BF0102,Alias,52BF0102,52BF0102-{N},1
,52BF0100,Alias,52BF0100,52BF0100-{N},1
,BF191129,Alias,BF191129,BF191129-{N},1
,24201277,Alias,24201277,24201277-{N},1
,BF551060,Alias,BF551060,BF551060-{N},1
,BF161245,Alias,BF161245,BF161245-{N},1
,24191126,Alias,24191126,24191126-{N},1
,AA191113,Alias,AA191113,AA191113-{N},1
,AA201332,Alias,AA201332,AA201332-{N},1
,AL151246,Alias,AL151246,AL151246-{N},1
,JH511207,Alias,JH511207,JH511207-{N},1
,JH511210,Alias,JH511210,JH511210-{N},1
,PA511234,Alias,PA511234,PA511234-{N},1
,JL511007,Alias,JL511007,JL511007-{N},1
,JF511234,Alias,JF511234,JF511234-{N},1
,BF511288,Alias,BF511288,BF511288-{N},1
,DT511262,Alias,DT511262,DT511262-{N},1
,PA511232,Alias,PA511232,PA511232-{N},1
,BF511296,Alias,BF511296,BF511296-{N},1
,JL511006,Alias,JL511006,JL511006-{N},1
,JF511233,Alias,JF511233,JF511233-{N},1
,DT511261,Alias,DT511261,DT511261-{N},1
,DU101190,Alias,DU101190,DU101190-{N},1
,JE351035,Alias,JE351035,JE351035-{N},1
,JB351024,Alias,JB351024,JB351024-{N},1
,PF351015,Alias,PF351015,PF351015-{N},1
,PF351028,Alias,PF351028,PF351028-{N},1
,PF351013,Alias,PF351013,PF351013-{N},1
,PF351025,Alias,PF351025,PF351025-{N},1
,PA351027,Alias,PA351027,PA351027-{N},1
,AP201122,Alias,AP201122,AP201122-{N},1
,JE582604,Alias,JE582604,JE582604-{N},1
,JH582200,Alias,JH582200,JH582200-{N},1
,BF231006,Alias,BF231006,BF231006-{N},1
,24121248,Alias,24121248,24121248-{N},1
,PF191011,Alias,PF191011,PF191011-{N},1
,PD191002,Alias,PD191002,PD191002-{N},1
,JH181229,Alias,JH181229,JH181229-{N},1
,JZ181233,Alias,JZ181233,JZ181233-{N},1
,JY191012,Alias,JY191012,JY191012-{N},1
,PA161211,Alias,PA161211,PA161211-{N},1
,AN101300,Alias,AN101300,AN101300-{N},1
,AA131063,Alias,AA131063,AA131063-{N},1
,AA102018,Alias,AA102018,AA102018-{N},1
,BF122132,Alias,BF122132,BF122132-{N},1
,BF122134,Alias,BF122134,BF122134-{N},1
,52AA0323,Alias,52AA0323,52AA0323-{N},1
,24101829,Alias,24101829,24101829-{N},1
,BA132242,Alias,BA132242,BA132242-{N},1
,BA132239,Alias,BA132239,BA132239-{N},1
,AA131078,Alias,AA131078,AA131078-{N},1
,AA131079,Alias,AA131079,AA131079-{N},1
,24101863,Alias,24101863,24101863-{N},1
,JF561205,Alias,JF561205,JF561205-{N},1
,JE581047,Alias,JE581047,JE581047-{N},1
,52JZ0609,Alias,52JZ0609,52JZ0609-{N},1
,DZ161132,Alias,DZ161132,DZ161132-{N},1
,24201487,Alias,24201487,24201487-{N},1
,24201488,Alias,24201488,24201488-{N},1
,BF401128,Alias,BF401128,BF401128-{N},1
,52JZ0116,Alias,52JZ0116,52JZ0116-{N},1
,52JZ0115,Alias,52JZ0115,52JZ0115-{N},1
,DT113204,Alias,DT113204,DT113204-{N},1
,JL113201,Alias,JL113201,JL113201-{N},1
,JF113204,Alias,JF113204,JF113204-{N},1
,BB103003,Alias,BB103003,BB103003-{N},1
,DU101196,Alias,DU101196,DU101196-{N},1
,DU101355,Alias,DU101355,DU101355-{N},1
,DJ101214,Alias,DJ101214,DJ101214-{N},1
,JD591057,Alias,JD591057,JD591057-{N},1
,PF591000,Alias,PF591000,PF591000-{N},1
,24121329,Alias,24121329,24121329-{N},1
,BF131502,Alias,BF131502,BF131502-{N},1
,JF402405,Alias,JF402405,JF402405-{N},1
,PA402415,Alias,PA402415,PA402415-{N},1
,PA402411,Alias,PA402411,PA402411-{N},1
,PA181226,Alias,PA181226,PA181226-{N},1
,JZ181361,Alias,JZ181361,JZ181361-{N},1
,JL181241,Alias,JL181241,JL181241-{N},1
,DH191066,Alias,DH191066,DH191066-{N},1
,JH351600,Alias,JH351600,JH351600-{N},1
,AZ621019,Alias,AZ621019,AZ621019-{N},1
,BF351025,Alias,BF351025,BF351025-{N},1
,PF351017,Alias,PF351017,PF351017-{N},1
,PF351024,Alias,PF351024,PF351024-{N},1
,DY351004,Alias,DY351004,DY351004-{N},1
,JH351005,Alias,JH351005,JH351005-{N},1
,JH351007,Alias,JH351007,JH351007-{N},1
,JM161037,Alias,JM161037,JM161037-{N},1
,JM161038,Alias,JM161038,JM161038-{N},1
,AA171025,Alias,AA171025,AA171025-{N},1
,BF153026,Alias,BF153026,BF153026-{N},1
,AA171027,Alias,AA171027,AA171027-{N},1
,24165116,Alias,24165116,24165116-{N},1
,DT113028,Alias,DT113028,DT113028-{N},1
,PA113022,Alias,PA113022,PA113022-{N},1
,DT113029,Alias,DT113029,DT113029-{N},1
,PA113024,Alias,PA113024,PA113024-{N},1
,PF113064,Alias,PF113064,PF113064-{N},1
,BF153029,Alias,BF153029,BF153029-{N},1
,BF152020,Alias,BF152020,BF152020-{N},1
,JH621401,Alias,JH621401,JH621401-{N},1
,24151169,Alias,24151169,24151169-{N},1
,24151176,Alias,24151176,24151176-{N},1
,24151180,Alias,24151180,24151180-{N},1
,BF232434,Alias,BF232434,BF232434-{N},1
,JZ122041,Alias,JZ122041,JZ122041-{N},1
,JH122011,Alias,JH122011,JH122011-{N},1
,PA122034,Alias,PA122034,PA122034-{N},1
,DJ171031,Alias,DJ171031,DJ171031-{N},1
,PD122000,Alias,PD122000,PD122000-{N},1
,JF122005,Alias,JF122005,JF122005-{N},1
,JL122013,Alias,JL122013,JL122013-{N},1
,DU191044,Alias,DU191044,DU191044-{N},1
,DU191045,Alias,DU191045,DU191045-{N},1
,24201472,Alias,24201472,24201472-{N},1
,24201473,Alias,24201473,24201473-{N},1
,BF186033,Alias,BF186033,BF186033-{N},1
,BF611220,Alias,BF611220,BF611220-{N},1
,BF611229,Alias,BF611229,BF611229-{N},1
,DT611202,Alias,DT611202,DT611202-{N},1
,DK101180,Alias,DK101180,DK101180-{N},1
,JP561403,Alias,JP561403,JP561403-{N},1
,JY113008,Alias,JY113008,JY113008-{N},1
,52JF0062,Alias,52JF0062,52JF0062-{N},1
,BF162049,Alias,BF162049,BF162049-{N},1
,BF131938,Alias,BF131938,BF131938-{N},1
,BH131803,Alias,BH131803,BH131803-{N},1
,JY581075,Alias,JY581075,JY581075-{N},1
,JL581023,Alias,JL581023,JL581023-{N},1
,24171180,Alias,24171180,24171180-{N},1
,24171179,Alias,24171179,24171179-{N},1
,24165309,Alias,24165309,24165309-{N},1
,BF541047,Alias,BF541047,BF541047-{N},1
,BF121245,Alias,BF121245,BF121245-{N},1
,BF121246,Alias,BF121246,BF121246-{N},1
,BF121172,Alias,BF121172,BF121172-{N},1
,BF121173,Alias,BF121173,BF121173-{N},1
,PD121015,Alias,PD121015,PD121015-{N},1
,JF121033,Alias,JF121033,JF121033-{N},1
,JY121010,Alias,JY121010,JY121010-{N},1
,JH121043,Alias,JH121043,JH121043-{N},1
,PA121046,Alias,PA121046,PA121046-{N},1
,PF121076,Alias,PF121076,PF121076-{N},1
,JZ121015,Alias,JZ121015,JZ121015-{N},1
,PA151004,Alias,PA151004,PA151004-{N},1
,JZ151044,Alias,JZ151044,JZ151044-{N},1
,JH151005,Alias,JH151005,JH151005-{N},1
,24231699,Alias,24231699,24231699-{N},1
,24121332,Alias,24121332,24121332-{N},1
,52240601,Alias,52240601,52240601-{N},1
,BF601000,Alias,BF601000,BF601000-{N},1
,AL171119,Alias,AL171119,AL171119-{N},1
,AL171123,Alias,AL171123,AL171123-{N},1
,AA141095,Alias,AA141095,AA141095-{N},1
,BF131944,Alias,BF131944,BF131944-{N},1
,BF132007,Alias,BF132007,BF132007-{N},1
,AL151231,Alias,AL151231,AL151231-{N},1
,24151110,Alias,24151110,24151110-{N},1
,52240764,Alias,52240764,52240764-{N},1
,BF131205,Alias,BF131205,BF131205-{N},1
,JZ181360,Alias,JZ181360,JZ181360-{N},1
,36AA4055,Alias,36AA4055,36AA4055-{N},1
,52AL0278,Alias,52AL0278,52AL0278-{N},1
,BF187000,Alias,BF187000,BF187000-{N},1
,BF301200,Alias,BF301200,BF301200-{N},1
,AA201263,Alias,AA201263,AA201263-{N},1
,DZ101045,Alias,DZ101045,DZ101045-{N},1
,AP201120,Alias,AP201120,AP201120-{N},1
,AP201123,Alias,AP201123,AP201123-{N},1
,AP201118,Alias,AP201118,AP201118-{N},1
,52AP0271,Alias,52AP0271,52AP0271-{N},1
,52AP0264,Alias,52AP0264,52AP0264-{N},1
,52AP0272,Alias,52AP0272,52AP0272-{N},1
,52AP0261,Alias,52AP0261,52AP0261-{N},1
,52AP0267,Alias,52AP0267,52AP0267-{N},1
,52AP0268,Alias,52AP0268,52AP0268-{N},1
,52AP0266,Alias,52AP0266,52AP0266-{N},1
,52AP0269,Alias,52AP0269,52AP0269-{N},1
,52AA0747,Alias,52AA0747,52AA0747-{N},1
,52JL0142,Alias,52JL0142,52JL0142-{N},1
,52JL0141,Alias,52JL0141,52JL0141-{N},1
,52240590,Alias,52240590,52240590-{N},1
,52240591,Alias,52240591,52240591-{N},1
,52AA4035,Alias,52AA4035,52AA4035-{N},1
,52240681,Alias,52240681,52240681-{N},1
,52JD0305,Alias,52JD0305,52JD0305-{N},1
,52JD0307,Alias,52JD0307,52JD0307-{N},1
,52JP0055,Alias,52JP0055,52JP0055-{N},1
,AE201003,Alias,AE201003,AE201003-{N},1
,DK121038,Alias,DK121038,DK121038-{N},1
,JN581002,Alias,JN581002,JN581002-{N},1
,DH161497,Alias,DH161497,DH161497-{N},1
,DJ101371,Alias,DJ101371,DJ101371-{N},1
,PD131817,Alias,PD131817,PD131817-{N},1
,JL131928,Alias,JL131928,JL131928-{N},1
,DK101581,Alias,DK101581,DK101581-{N},1
,DJ101373,Alias,DJ101373,DJ101373-{N},1
,DK101589,Alias,DK101589,DK101589-{N},1
,PA541217,Alias,PA541217,PA541217-{N},1
,52JD0195,Alias,52JD0195,52JD0195-{N},1
,52JD0207,Alias,52JD0207,52JD0207-{N},1
,52JD0216,Alias,52JD0216,52JD0216-{N},1
,52DJ0951,Alias,52DJ0951,52DJ0951-{N},1
,52DJ0956,Alias,52DJ0956,52DJ0956-{N},1
,52JD0208,Alias,52JD0208,52JD0208-{N},1
,52JD0215,Alias,52JD0215,52JD0215-{N},1
,52DJ0952,Alias,52DJ0952,52DJ0952-{N},1
,52DJ0957,Alias,52DJ0957,52DJ0957-{N},1
,52JD0196,Alias,52JD0196,52JD0196-{N},1
,52JF0600,Alias,52JF0600,52JF0600-{N},1
,52JF0598,Alias,52JF0598,52JF0598-{N},1
,36DH4151,Alias,36DH4151,36DH4151-{N},1
,36DH4152,Alias,36DH4152,36DH4152-{N},1
,36PF0112,Alias,36PF0112,36PF0112-{N},1
,36AA4116,Alias,36AA4116,36AA4116-{N},1
,36AA4117,Alias,36AA4117,36AA4117-{N},1
,DK101607,Alias,DK101607,DK101607-{N},1
,FA201014,Alias,FA201014,FA201014-{N},1
,36JP0001,Alias,36JP0001,36JP0001-{N},1
,36JP0003,Alias,36JP0003,36JP0003-{N},1
,36JP0004,Alias,36JP0004,36JP0004-{N},1
,DH161495,Alias,DH161495,DH161495-{N},1
,52JL1019,Alias,52JL1019,52JL1019-{N},1
,52JL1020,Alias,52JL1020,52JL1020-{N},1
,52JL1021,Alias,52JL1021,52JL1021-{N},1
,52JL1018,Alias,52JL1018,52JL1018-{N},1
,52BF0349,Alias,52BF0349,52BF0349-{N},1
,52BF0347,Alias,52BF0347,52BF0347-{N},1
,52BF0350,Alias,52BF0350,52BF0350-{N},1
,52BF0345,Alias,52BF0345,52BF0345-{N},1
,52BF0348,Alias,52BF0348,52BF0348-{N},1
,52BF0346,Alias,52BF0346,52BF0346-{N},1
,52JF0299,Alias,52JF0299,52JF0299-{N},1
,52JF0304,Alias,52JF0304,52JF0304-{N},1
,24141148,Alias,24141148,24141148-{N},1
,JY171125,Alias,JY171125,JY171125-{N},1
,JF561412,Alias,JF561412,JF561412-{N},1
,JC101114,Alias,JC101114,JC101114-{N},1
,JC101115,Alias,JC101115,JC101115-{N},1
,JY151036,Alias,JY151036,JY151036-{N},1
,BA201070,Alias,BA201070,BA201070-{N},1
,52JH0019,Alias,52JH0019,52JH0019-{N},1
,52JY0731,Alias,52JY0731,52JY0731-{N},1
,DK101634,Alias,DK101634,DK101634-{N},1
,DK101592,Alias,DK101592,DK101592-{N},1
,DK101630,Alias,DK101630,DK101630-{N},1
,DK101631,Alias,DK101631,DK101631-{N},1
,BF351023,Alias,BF351023,BF351023-{N},1
,52PF0773,Alias,52PF0773,52PF0773-{N},1
,52JF0300,Alias,52JF0300,52JF0300-{N},1
,52JF0305,Alias,52JF0305,52JF0305-{N},1
,52JF0301,Alias,52JF0301,52JF0301-{N},1
,52JF0297,Alias,52JF0297,52JF0297-{N},1
,52JZ0608,Alias,52JZ0608,52JZ0608-{N},1
,52JZ0611,Alias,52JZ0611,52JZ0611-{N},1
,52JF0302,Alias,52JF0302,52JF0302-{N},1
,52JZ0615,Alias,52JZ0615,52JZ0615-{N},1
,52JH0018,Alias,52JH0018,52JH0018-{N},1
,52DT0503,Alias,52DT0503,52DT0503-{N},1
,52DT0501,Alias,52DT0501,52DT0501-{N},1
,JC171004,Alias,JC171004,JC171004-{N},1
,24151266,Alias,24151266,24151266-{N},1
,JN551415,Alias,JN551415,JN551415-{N},1
,FA201016,Alias,FA201016,FA201016-{N},1
,AA121126,Alias,AA121126,AA121126-{N},1
,DJ121071,Alias,DJ121071,DJ121071-{N},1
,BG581400,Alias,BG581400,BG581400-{N},1
,PF181221,Alias,PF181221,PF181221-{N},1
,BG403206,Alias,BG403206,BG403206-{N},1
,AA121128,Alias,AA121128,AA121128-{N},1
,52DH0624,Alias,52DH0624,52DH0624-{N},1
,52DK0172,Alias,52DK0172,52DK0172-{N},1
,AA101579,Alias,AA101579,AA101579-{N},1
,BF161243,Alias,BF161243,BF161243-{N},1
,JC201021,Alias,JC201021,JC201021-{N},1
,DK201076,Alias,DK201076,DK201076-{N},1
,DT561201,Alias,DT561201,DT561201-{N},1
,24201264,Alias,24201264,24201264-{N},1
,AA201108,Alias,AA201108,AA201108-{N},1
,JG131808,Alias,JG131808,JG131808-{N},1
,AN101357,Alias,AN101357,AN101357-{N},1
,BH131207,Alias,BH131207,BH131207-{N},1
,BF122108,Alias,BF122108,BF122108-{N},1
,DJ201202,Alias,DJ201202,DJ201202-{N},1
,JF171001,Alias,JF171001,JF171001-{N},1
,DT171089,Alias,DT171089,DT171089-{N},1
,JL171832,Alias,JL171832,JL171832-{N},1
,JL171830,Alias,JL171830,JL171830-{N},1
,DT171087,Alias,DT171087,DT171087-{N},1
,BA132009,Alias,BA132009,BA132009-{N},1
,JZ581010,Alias,JZ581010,JZ581010-{N},1
,DJ201219,Alias,DJ201219,DJ201219-{N},1
,DD201146,Alias,DD201146,DD201146-{N},1
,DD201135,Alias,DD201135,DD201135-{N},1
,DD201137,Alias,DD201137,DD201137-{N},1
,36AA4057,Alias,36AA4057,36AA4057-{N},1
,24121046,Alias,24121046,24121046-{N},1
,JC120026,Alias,JC120026,JC120026-{N},1
,JB581205,Alias,JB581205,JB581205-{N},1
,JB581255,Alias,JB581255,JB581255-{N},1
,01120218,Alias,01120218,01120218-{N},1
,22120512,Alias,22120512,22120512-{N},1
,DZ151014,Alias,DZ151014,DZ151014-{N},1
,JL131001,Alias,JL131001,JL131001-{N},1
,DZ151021,Alias,DZ151021,DZ151021-{N},1
,DG151006,Alias,DG151006,DG151006-{N},1
,DX151016,Alias,DX151016,DX151016-{N},1
,DJ151041,Alias,DJ151041,DJ151041-{N},1
,30151071,Alias,30151071,30151071-{N},1
,DZ151012,Alias,DZ151012,DZ151012-{N},1
,DZ151010,Alias,DZ151010,DZ151010-{N},1
,GF151020,Alias,GF151020,GF151020-{N},1
,DK151008,Alias,DK151008,DK151008-{N},1
,AL151004,Alias,AL151004,AL151004-{N},1
,DK151009,Alias,DK151009,DK151009-{N},1
,DT131207,Alias,DT131207,DT131207-{N},1
,PF131208,Alias,PF131208,PF131208-{N},1
,DZ151038,Alias,DZ151038,DZ151038-{N},1
,DU151029,Alias,DU151029,DU151029-{N},1
,DM151032,Alias,DM151032,DM151032-{N},1
,24171118,Alias,24171118,24171118-{N},1
,AL171068,Alias,AL171068,AL171068-{N},1
,24171076,Alias,24171076,24171076-{N},1
,JY121066,Alias,JY121066,JY121066-{N},1
,JY121067,Alias,JY121067,JY121067-{N},1
,DP151021,Alias,DP151021,DP151021-{N},1
,JK131023,Alias,JK131023,JK131023-{N},1
,JK131015,Alias,JK131015,JK131015-{N},1
,JF131008,Alias,JF131008,JF131008-{N},1
,JH131011,Alias,JH131011,JH131011-{N},1
,30151046,Alias,30151046,30151046-{N},1
,JB131017,Alias,JB131017,JB131017-{N},1
,BF131733,Alias,BF131733,BF131733-{N},1
,01170119,Alias,01170119,01170119-{N},1
,JZ131245,Alias,JZ131245,JZ131245-{N},1
,JN131211,Alias,JN131211,JN131211-{N},1
,JM151005,Alias,JM151005,JM151005-{N},1
,JL131203,Alias,JL131203,JL131203-{N},1
,JD131213,Alias,JD131213,JD131213-{N},1
,JF131210,Alias,JF131210,JF131210-{N},1
,JZ131217,Alias,JZ131217,JZ131217-{N},1
